,Year,Brand,Model,Comb_CO2,Prediction
9362,2020,GMC,SIERRA 4WD,490,497.2272428
9363,2020,GMC,SIERRA 4WD,525,573.9794547
9364,2020,GMC,SIERRA 4WD AT4,427,410.5327853
9365,2020,GMC,SIERRA 4WD AT4,494,503.5966071
9367,2020,GMC,SIERRA 4WD AT4,486,497.2272428
9372,2020,NISSAN,FRONTIER 4WD,469,437.8821049
9373,2020,NISSAN,TITAN 4WD,514,541.3064593
9376,2020,RAM,1500 4X4,418,395.6276758
9379,2020,RAM,1500 Classic 4X4,475,428.354702
9380,2020,RAM,1500 Classic 4X4,526,537.8064205
9384,2020,Ford,RANGER 2WD INCOMPLETE,485,401.2675844
9387,2020,Ford,Transit Connect Van 2WD,397,358.1940911
9389,2020,Ford,TRANSIT CONNECT WAGON LWB FFV,344,327.7863514
9391,2020,Ford,Transit Connect Wagon LWB FWD,404,358.1940911
9393,2020,Mercedes-Benz,Metris (Cargo Van),398,378.7127398
9394,2020,Mercedes-Benz,Metris (Cargo Van),409,378.7127398
9395,2020,Mercedes-Benz,"Metris (Cargo Van, LWB)",395,378.7127398
9396,2020,Mercedes-Benz,"Metris (Cargo Van, LWB)",405,378.7127398
9397,2020,Mercedes-Benz,Metris (Passenger Van),413,385.6861738
9399,2020,NISSAN,NV200 Cargo Van,356,308.9802934
9400,2020,RAM,Promaster City,374,354.1166261
9404,2020,Chevrolet,SILVERADO 4WD CAB CHASSIS,593,522.2383317
9407,2020,GMC,SIERRA 4WD CAB CHASSIS,594,482.5387475
9409,2020,Chrysler,Pacifica,401,410.619082
9410,2020,Chrysler,Voyager,401,410.619082
9416,2020,TOYOTA,SIENNA AWD,441,414.7231906
9417,2020,Acura,MDX FWD,387,424.8813067
9421,2020,BMW,X3 sDrive30i,332,354.0036858
9429,2020,Cadillac,XT6 FWD,437,421.0792331
9430,2020,Chevrolet,BLAZER FWD,362,350.2149339
9431,2020,Chevrolet,BLAZER FWD,382,360.7747035
9432,2020,Chevrolet,BLAZER FWD,414,417.5925161
9433,2020,Chevrolet,EQUINOX FWD,315,307.3705005
9435,2020,Chevrolet,TRAX FWD,316,304.1991402
9436,2020,Dodge,Journey,420,355.6268004
9439,2020,Ford,ESCAPE FWD,297,302.7734406
9440,2020,Ford,ESCAPE FWD HEV,220,228.2184195
9446,2020,Honda,PILOT FWD,388,400.4742876
9447,2020,HYUNDAI MOTOR COMPANY,Kona FWD,303,306.753109
9449,2020,HYUNDAI MOTOR COMPANY,Santa Fe FWD,399,350.5169688
9453,2020,INFINITI,QX50,346,360.9771198
9454,2020,INFINITI,QX60 FWD,399,425.4853765
9456,2020,Jeep,Cherokee FWD,352,347.143192
9458,2020,Jeep,Compass 4X2,350,337.5891456
9461,2020,Jeep,Renegade 4x2,357,347.143192
9462,2020,KIA MOTORS CORPORATION,Sorento FWD,363,337.5891456
9465,2020,KIA MOTORS CORPORATION,Sportage FWD,351,334.1024286
9471,2020,Lincoln,NAUTILUS FWD,384,350.5169688
9474,2020,MAZDA,CX-5 2WD,322,330.3003549
9475,2020,MAZDA,CX-9 2WD,363,356.5176894
9476,2020,Mercedes-Benz,GLA 250,316,347.3322867
9478,2020,Mitsubishi Motors Corporation,ECLIPSE CROSS 2WD,338,320.7132988
9479,2020,Mitsubishi Motors Corporation,ECLIPSE CROSS ES 2WD,327,317.2265818
9483,2020,NISSAN,PATHFINDER 2WD,392,374.9968305
9484,2020,NISSAN,ROGUE FWD,312,310.8902272
9485,2020,TOYOTA,HIGHLANDER,386,397.2896055
9486,2020,TOYOTA,HIGHLANDER,372,393.8028885
9487,2020,TOYOTA,HIGHLANDER HYBRID,245,235.5871499
9488,2020,TOYOTA,RAV4,296,329.6962852
9491,2020,Volkswagen,Atlas,461,428.354702
9494,2020,Volkswagen,Tiguan,356,340.0568178
9496,2020,"Volvo Cars of North America, LLC",XC60 FWD,362,371.4372709
9499,2020,Acura,MDX AWD A-spec,415,438.8281748
9500,2020,Acura,RDX AWD,385,381.2933522
9502,2020,ALFA ROMEO,Stelvio AWD,364,371.4372709
9506,2020,Audi,SQ5,444,439.0305912
9517,2020,Buick,ENVISION AWD,402,385.0821041
9520,2020,Cadillac,XT5 AWD,379,378.10867
9522,2020,Cadillac,XT6 AWD,446,421.0792331
9530,2020,Ford,EDGE AWD,384,350.5169688
9531,2020,Ford,EDGE AWD,384,350.5169688
9534,2020,Ford,ESCAPE AWD,342,336.5701007
9535,2020,Ford,ESCAPE AWD HEV,224,228.2184195
9536,2020,GMC,TERRAIN AWD,339,323.897981
9538,2020,Honda,CR-V AWD,305,287.9603728
9540,2020,Honda,PASSPORT AWD,427,414.4211557
9544,2020,HYUNDAI MOTOR COMPANY,Kona AWD,324,314.4435531
9546,2020,HYUNDAI MOTOR COMPANY,Santa Fe AWD,377,350.9319439
9550,2020,INFINITI,QX60 AWD,410,425.4853765
9552,2020,Jaguar,E-PACE P300,379,378.10867
9559,2020,Jeep,Cherokee 4X4,400,397.9336405
9561,2020,Jeep,Cherokee 4x4 Active Drive II,416,404.9070746
9562,2020,Jeep,Cherokee Trailhawk 4X4,400,360.675085
9563,2020,Jeep,Cherokee Trailhawk 4X4,432,404.9070746
9565,2020,Jeep,Compass 4X4,355,337.5891456
9571,2020,Jeep,Wrangler 4x4,440,417.8945509
9573,2020,Jeep,Wrangler Unlimited 4x4,414,345.7203847
9575,2020,Jeep,Wrangler Unlimited 4x4,411,400.676704
9576,2020,Jeep,Wrangler Unlimited 4x4,444,399.1143929
9579,2020,KIA MOTORS CORPORATION,Sorento AWD,389,348.0492967
9582,2020,KIA MOTORS CORPORATION,Sportage AWD,386,348.0492967
9586,2020,Land Rover,Evoque,394,378.10867
9587,2020,Land Rover,Evoque MHEV,389,378.0804347
9588,2020,Land Rover,Range Rover Velar,384,374.9239879
9589,2020,Land Rover,Range Rover Velar,439,447.8143406
9590,2020,Land Rover,Range Rover Velar,511,547.1212646
9595,2020,LEXUS,NX 300h AWD,285,258.7824588
9598,2020,Lincoln,CORSAIR AWD,369,347.0302518
9600,2020,Lincoln,NAUTILUS AWD,401,357.4904028
9602,2020,MAZDA,CX-30 4WD,334,337.273789
9603,2020,MAZDA,CX-30 4WD,323,333.787072
9606,2020,MAZDA,CX-9 4WD,391,360.0044064
9610,2020,Mercedes-Benz,AMG GLC 63 4MATIC+ (coupe),489,499.3484426
9611,2020,Mercedes-Benz,AMG GLC 63 S 4MATIC+ (coupe),489,499.3484426
9615,2020,Mercedes-Benz,GLC 300 4MATIC (Coupe),374,374.621953
9620,2020,Mitsubishi Motors Corporation,OUTLANDER 4WD,341,334.1024286
9621,2020,Mitsubishi Motors Corporation,OUTLANDER 4WD,402,406.4438925
9625,2020,NISSAN,PATHFINDER 4WD PLATINUM,414,388.9436986
9627,2020,Porsche,Macan,426,385.6861738
9628,2020,Porsche,Macan GTS,459,439.6479827
9629,2020,Porsche,Macan S,438,435.845909
9630,2020,Porsche,Macan Turbo,463,439.6479827
9633,2020,Subaru,FORESTER AWD,309,329.9983201
9637,2020,TOYOTA,RAV4 AWD,315,336.6697192
9638,2020,TOYOTA,RAV4 AWD,301,333.1830022
9639,2020,TOYOTA,RAV4 AWD LE,296,329.6962852
9641,2020,TOYOTA,RAV4 HYBRID AWD,223,237.8621567
9646,2020,"Volvo Cars of North America, LLC",XC60 AWD,387,374.9239879
9649,2020,BMW,X6 sDrive40i,390,414.6235721
9650,2020,Buick,ENCLAVE FWD,420,417.5925161
9651,2020,Cadillac,ESCALADE 2WD,517,573.9794547
9652,2020,Chevrolet,C1500 SUBURBAN 2WD,505,490.8578786
9660,2020,Dodge,Durango RWD,525,537.8064205
9661,2020,Ford,Expedition 2WD,467,440.3364553
9664,2020,Ford,EXPLORER RWD,370,362.9136972
9668,2020,GMC,C1500 YUKON 2WD,505,490.8578786
9669,2020,GMC,C1500 YUKON 2WD,505,490.8578786
9670,2020,GMC,C1500 YUKON 2WD,517,573.9794547
9672,2020,GMC,C1500 YUKON XL 2WD,505,490.8578786
9673,2020,GMC,C1500 YUKON XL 2WD,517,573.9794547
9679,2020,Lincoln,NAVIGATOR L 2WD,501,447.3098893
9685,2020,Audi,Q7,479,437.8139007
9688,2020,Audi,SQ7,516,506.6239115
9689,2020,Audi,SQ8,518,506.6239115
9690,2020,Bentley,Bentayga,508,506.6239115
9693,2020,BMW,X5 M Competition,582,547.2030891
9695,2020,BMW,X5 xDrive40i,396,421.5970061
9697,2020,BMW,X6 M,582,547.2030891
9703,2020,BMW,X7 xDrive50i,511,519.309353
9704,2020,Buick,ENCLAVE AWD,443,421.0792331
9706,2020,Chevrolet,K1500 SUBURBAN 4WD,547,511.7781807
9707,2020,Chevrolet,K1500 SUBURBAN 4WD,543,511.7781807
9708,2020,Chevrolet,K1500 SUBURBAN 4WD,557,587.9263228
9709,2020,Chevrolet,K1500 TAHOE 4WD,525,501.3180296
9712,2020,Chevrolet,TRAVERSE AWD,442,421.0792331
9714,2020,Dodge,Durango AWD,533,537.8064205
9716,2020,Ford,Expedition 4WD,473,440.3364553
9717,2020,Ford,Expedition MAX 4WD,494,447.3098893
9720,2020,Ford,EXPLORER FFV AWD,468,425.2099851
9721,2020,Ford,EXPLORER HEV AWD,361,318.3044346
9722,2020,GMC,ACADIA AWD,374,353.7016509
9727,2020,GMC,K1500 YUKON XL 4WD,547,511.7781807
9729,2020,GMC,K1500 YUKON XL 4WD,557,587.9263228
9730,2020,HYUNDAI MOTOR COMPANY,Palisade AWD,426,420.7505547
9732,2020,Jeep,Grand Cherokee 4X4,427,414.4078339
9733,2020,Jeep,Grand Cherokee 4X4,533,537.8064205
9736,2020,Lamborghini,Urus,617,551.9512327
9737,2020,Land Rover,Defender 110,492,416.7645921
9738,2020,Land Rover,Defender 110 MHEV,462,442.4819757
9739,2020,Land Rover,Defender 90,466,406.304441
9740,2020,Land Rover,Defender 90 MHEV,462,442.4819757
9745,2020,Land Rover,Range Rover LWB,491,536.6611136
9749,2020,Land Rover,Range Rover Sport,474,526.2009625
9753,2020,LEXUS,LX 570,636,597.0806097
9754,2020,LEXUS,RX 450h AWD,297,310.1539043
9755,2020,LEXUS,RX 450hL AWD,305,317.1273383
9759,2020,MASERATI,LEVANTE GTS,580,528.1749269
9762,2020,Mercedes-Benz,AMG G 63,637,555.1359148
9764,2020,Mercedes-Benz,GLE 450 4MATIC,422,412.6869639
9765,2020,Mercedes-Benz,GLE 580 4MATIC,470,469.8201332
9767,2020,Mercedes-Benz,GLS 580 4MATIC,487,480.2802842
9768,2020,NISSAN,ARMADA 4WD,593,534.937095
9769,2020,Porsche,Cayenne,432,439.0305912
9771,2020,Porsche,Cayenne S,448,435.8592308
9772,2020,Porsche,Cayenne S Coup������,460,442.8326648
9776,2020,Subaru,ASCENT LIMITED/TOURING AWD,401,370.1758443
9778,2020,TOYOTA,4RUNNER 4WD,515,448.9196822
9780,2020,TOYOTA,HIGHLANDER HYBRID AWD LTD/PLAT,251,239.073867
9781,2020,TOYOTA,LAND CRUISER WAGON 4WD,618,555.2400056
9784,2020,"Volvo Cars of North America, LLC",XC90 AWD,429,406.4383547
9786,2020,Certification,Pagani Huayra Roadster BC,707,666.5196061
9789,2020,RUF Automobile GmbH,TURBO12/CTR3/CTR ANNIVERSARY,497,478.6503771
9790,2020,Land Rover,Range Rover Sport MHEV,433,425.0483907
9796,2020,Koenigsegg Automotive AG,REGERA,610,468.7033549
9797,2021,Acura,NSX,420,383.6065883
9802,2021,Audi,R8 Spyder,567,554.644653
9807,2021,Bugatti,Chiron,840,773.8125105
9812,2021,"Ferrari North America, Inc.",F8 Spider,552,514.214737
9814,2021,Ford,FORD GT,632,524.9237683
9817,2021,Jaguar,F-TYPE R AWD Convertible,481,536.6611136
9821,2021,Jaguar,F-TYPE S Convertible,407,430.3807555
9826,2021,Lamborghini,Aventador Sian Roadster,867,732.8668478
9831,2021,MAZDA,MX-5,299,324.9037041
9835,2021,McLaren,720S Coupe LM,505,492.9790783
9836,2021,McLaren,720S Spider,505,492.9790783
9838,2021,McLaren,GT,504,492.9790783
9841,2021,Mercedes-Benz,AMG GT Black Series,528,503.4392293
9843,2021,Mercedes-Benz,AMG GT C (roadster),531,503.4392293
9849,2021,Porsche,718 Boxster GTS 4.0,458,462.5645154
9853,2021,Porsche,718 Boxster T,394,375.5280577
9855,2021,Porsche,718 Cayman,394,375.5280577
9856,2021,Porsche,718 Cayman GT4,436,458.7757635
9857,2021,Porsche,718 Cayman GT4,460,462.5645154
9858,2021,Porsche,718 Cayman GTS 4.0,418,448.3156124
9862,2021,Porsche,718 Cayman T,380,371.7393058
9863,2021,Porsche,718 Cayman T,394,375.5280577
9864,2021,Porsche,718 Spyder,436,458.7757635
9865,2021,Porsche,718 Spyder,460,462.5645154
9866,2021,TOYOTA,Supra 2.0,321,350.5169688
9868,2021,Aston Martin Lagonda Ltd,DB11 V12,497,550.1920458
9870,2021,Aston Martin Lagonda Ltd,DBS,522,560.6521968
9878,2021,Mini,COOPER CONVERTIBLE,280,313.5356265
9884,2021,Porsche,911 Carrera 4,442,439.0305912
9885,2021,Porsche,911 Carrera 4 Cabriolet,443,439.0305912
9886,2021,Porsche,911 Carrera 4S,443,439.0305912
9888,2021,Porsche,911 Carrera 4S Cabriolet,439,439.0305912
9890,2021,Porsche,911 Carrera Cabriolet,443,439.0305912
9894,2021,Porsche,911 Carrera S Cabriolet,443,435.845909
9898,2021,Porsche,911 Turbo,516,489.12385
9900,2021,Porsche,911 Turbo S,517,489.12385
9901,2021,Porsche,911 Turbo S Cabriolet,529,489.12385
9903,2021,Audi,A5 quattro,331,354.5870866
9906,2021,Audi,S5 Cabriolet,393,421.5970061
9909,2021,Audi,TTS Coupe,354,361.2791547
9915,2021,BMW,230i xDrive Convertible,366,371.4372709
9916,2021,BMW,230i xDrive Coupe,366,371.4372709
9923,2021,BMW,840i xDrive Coupe,387,414.6235721
9927,2021,BMW,M240i Convertible,410,422.2010759
9930,2021,BMW,M240i xDrive Convertible,366,411.1368551
9933,2021,BMW,M4 Coupe,472,439.6346609
9936,2021,BMW,M8 Competition Convertible,520,519.309353
9939,2021,BMW,M850i xDrive Coupe,439,491.4156169
9940,2021,Chevrolet,CAMARO,358,364.4638369
9944,2021,Chevrolet,CAMARO,571,605.4938215
9946,2021,Chevrolet,CAMARO,477,540.3204241
9947,2021,Chevrolet,CAMARO,564,592.7550929
9954,2021,Ford,MUSTANG,356,355.9402632
9957,2021,Ford,MUSTANG,490,481.3437974
9958,2021,Ford,MUSTANG CONVERTIBLE,387,366.4004142
9959,2021,Ford,MUSTANG CONVERTIBLE,387,366.4004142
9963,2021,Ford,MUSTANG HO CONVERTIBLE,415,367.6085537
9965,2021,Ford,MUSTANG HO COUPE,397,360.6351197
9971,2021,INFINITI,Q60 AWD RED SPORT,423,425.385758
9972,2021,INFINITI,Q60 RED SPORT,405,418.412324
9974,2021,LEXUS,LC 500h,303,325.0011089
9976,2021,LEXUS,RC 300 AWD,407,422.3006944
9977,2021,LEXUS,RC 350,385,421.6966246
9981,2021,Mercedes-Benz,A 220 4MATIC,316,347.3322867
9983,2021,Mercedes-Benz,AMG C 43 4MATIC (convertible),404,424.7816883
9984,2021,Mercedes-Benz,AMG C 43 4MATIC (coupe),409,424.7816883
9986,2021,Mercedes-Benz,AMG C 63 (coupe),440,481.9148575
9988,2021,Mercedes-Benz,AMG C 63 S (coupe),440,481.9148575
9991,2021,Mercedes-Benz,AMG S 63 4MATIC+ (convertible),510,509.8085936
9992,2021,Mercedes-Benz,C 300 (convertible),347,364.161802
9993,2021,Mercedes-Benz,C 300 (Coupe),330,357.188368
9995,2021,Mercedes-Benz,C 300 4MATIC (Coupe),338,364.161802
9997,2021,Mercedes-Benz,E 450 (coupe),341,384.7932278
9999,2021,Mercedes-Benz,E 450 4MATIC (coupe),350,388.2799448
10000,2021,Mercedes-Benz,S 560 (convertible),454,481.9148575
10003,2021,Mini,COOPER HARDTOP 4 DOOR,280,313.5356265
10005,2021,Mini,COOPER S HARDTOP 2 DOOR,299,336.8721356
10010,2021,Mini,JOHN COOPER WORKS HARDTOP,305,347.0302518
10019,2021,Acura,TLX FWD A-SPEC,357,370.8332011
10020,2021,Acura,TLX Type-S,420,434.9398044
10025,2021,BMW,228i Gran Coupe,319,350.5169688
10027,2021,BMW,330i,298,340.0568178
10028,2021,BMW,330i xDrive,313,350.5169688
10030,2021,BMW,M3,472,439.6346609
10031,2021,BMW,M3 Competition,470,446.0040252
10034,2021,Cadillac,CT4,327,354.0036858
10036,2021,Cadillac,CT4 AWD,343,360.9771198
10041,2021,GENESIS,G70 AWD,457,448.5446723
10043,2021,GENESIS,G70 RWD,410,375.5280577
10044,2021,GENESIS,G70 RWD,447,448.5446723
10045,2021,Honda,INSIGHT TOURING,184,184.7400669
10046,2021,HYUNDAI MOTOR COMPANY,Accent,248,261.4276817
10049,2021,HYUNDAI MOTOR COMPANY,Veloster,308,307.0551439
10050,2021,HYUNDAI MOTOR COMPANY,Veloster,299,307.470119
10051,2021,HYUNDAI MOTOR COMPANY,Veloster,317,314.4435531
10054,2021,Jaguar,XE P250,312,350.5169688
10058,2021,LEXUS,IS 300,357,364.4638369
10062,2021,LEXUS,UX 250h,209,224.7559583
10068,2021,MAZDA,MAZDA3 4-Door 2WD,287,303.983402
10073,2021,MAZDA,MAZDA3 4-Door 4WD,320,330.3003549
10075,2021,Mercedes-Benz,AMG C 63,433,471.4547065
10076,2021,Mercedes-Benz,AMG C 63 S,433,471.4547065
10078,2021,Mercedes-Benz,AMG CLA 45 4MATIC,390,374.9239879
10079,2021,Mercedes-Benz,AMG CLS53 4MATIC+,389,398.7400958
10080,2021,Mercedes-Benz,AMG GT 43 4MATIC+,410,405.7135299
10083,2021,Mercedes-Benz,AMG GT 63 S 4MATIC+,502,499.3484426
10084,2021,Mercedes-Benz,AMG S 63 4MATIC+ (coupe),471,488.8882915
10085,2021,Mercedes-Benz,C 300,324,357.188368
10087,2021,Mercedes-Benz,CLA 250,306,343.8455696
10088,2021,Mercedes-Benz,CLA 250 4MATIC,324,350.8190037
10090,2021,Mercedes-Benz,CLS 450 4MATIC,357,388.2799448
10093,2021,Mitsubishi Motors Corporation,MIRAGE,242,257.4879786
10095,2021,Mitsubishi Motors Corporation,MIRAGE G4,252,260.9746956
10097,2021,NISSAN,VERSA,296,291.5999954
10098,2021,Rolls-Royce Motor Cars Limited,Dawn,632,650.3785633
10099,2021,Rolls-Royce Motor Cars Limited,Dawn Black Badge,632,650.3785633
10105,2021,TOYOTA,COROLLA,271,294.1539642
10106,2021,TOYOTA,COROLLA,257,309.7486965
10112,2021,TOYOTA,COROLLA HATCHBACK XSE,266,313.2354136
10113,2021,TOYOTA,COROLLA HYBRID,170,194.0359843
10116,2021,Volkswagen,Golf,279,296.6216364
10117,2021,Volkswagen,Golf,267,290.2522721
10120,2021,Volkswagen,Jetta,266,296.6216364
10128,2021,ALFA ROMEO,Giulia,436,435.8592308
10129,2021,ALFA ROMEO,Giulia AWD,348,360.9771198
10134,2021,Audi,A7 quattro,364,389.1776619
10135,2021,Audi,RS 5 Sportback,428,425.3990798
10137,2021,Audi,S5 Sportback,380,414.6235721
10143,2021,BMW,530i xDrive,330,354.0036858
10146,2021,BMW,840i Gran Coupe,360,404.163421
10147,2021,BMW,840i xDrive Gran Coupe,387,414.6235721
10148,2021,BMW,M5,520,519.309353
10150,2021,BMW,M550i xDrive,439,491.4156169
10151,2021,BMW,M8 Competition Gran Coupe,520,519.309353
10153,2021,BMW,M850i xDrive Gran Coupe,453,498.3890509
10156,2021,BMW,X2 xDrive28i,331,354.0036858
10157,2021,Cadillac,CT5,337,367.3464841
10159,2021,Cadillac,CT5 AWD,389,370.8332011
10160,2021,Cadillac,CT5 AWD,419,434.9398044
10166,2021,Dodge,Challenger,466,516.8861184
10169,2021,Dodge,Challenger,523,567.5834469
10171,2021,Dodge,Challenger SRT,546,599.1244572
10172,2021,Dodge,Challenger SRT,567,592.7550929
10174,2021,Dodge,Challenger SRT Widebody,567,592.7550929
10175,2021,Dodge,Challenger Widebody,496,563.4926601
10176,2021,Dodge,Challenger Widebody,523,567.5834469
10179,2021,Honda,CIVIC 4Dr,268,284.5732743
10186,2021,HYUNDAI MOTOR COMPANY,Elantra Hybrid,177,196.4766806
10188,2021,HYUNDAI MOTOR COMPANY,Venue,287,275.3745498
10196,2021,KIA,Forte,296,306.753109
10197,2021,KIA,Forte,326,310.5418609
10201,2021,KIA,Stinger AWD,368,371.4372709
10202,2021,KIA,Stinger AWD,449,448.5446723
10203,2021,KIA,Stinger RWD,365,364.4638369
10209,2021,LEXUS,LS 500,399,440.6518119
10216,2021,MASERATI,GHIBLI S Q4,472,446.0040252
10217,2021,MASERATI,GHIBLI TROFEO,560,514.2280588
10220,2021,MAZDA,MAZDA3 5-Door 4WD,337,346.0575383
10224,2021,Mercedes-Benz,AMG E 63 S 4MATIC+,484,499.3484426
10226,2021,Mercedes-Benz,E 350,349,367.648519
10228,2021,Mercedes-Benz,E 450 4MATIC,349,384.7932278
10229,2021,Mini,COOPER COUNTRYMAN,306,323.9957776
10231,2021,Mini,COOPER S CLUBMAN,304,343.8455696
10232,2021,Mini,COOPER S CLUBMAN,343,354.6077556
10233,2021,Mini,COOPER S CLUBMAN ALL4,333,360.9771198
10234,2021,Mini,COOPER S COUNTRYMAN,321,347.3322867
10240,2021,NISSAN,ALTIMA AWD SR/PLATINUM,309,310.8902272
10242,2021,NISSAN,ALTIMA SR/PLATINUM,311,303.8171747
10243,2021,NISSAN,ALTIMA SV/SL,289,303.9167932
10247,2021,NISSAN,SENTRA SR,283,284.5732743
10249,2021,Rolls-Royce Motor Cars Limited,Wraith Black Badge,624,650.3785633
10252,2021,Subaru,IMPREZA 4-Door SPORT,291,310.6548012
10260,2021,TOYOTA,CAMRY AWD LE/SE,309,333.1830022
10261,2021,TOYOTA,CAMRY AWD XLE/XSE,315,336.6697192
10262,2021,TOYOTA,CAMRY HYBRID LE,170,220.9747567
10263,2021,TOYOTA,CAMRY HYBRID SE/XLE/XSE,195,227.9481907
10264,2021,TOYOTA,CAMRY LE/SE,279,322.7228512
10269,2021,TOYOTA,PRIUS AWD,179,197.5227013
10271,2021,Volkswagen,Passat,314,323.2273024
10275,2021,Audi,S8,545,501.9205039
10282,2021,BMW,X1 xDrive28i,342,360.9771198
10283,2021,Chrysler,300,389,400.4609659
10284,2021,Chrysler,300,466,516.8861184
10285,2021,Chrysler,300 AWD,415,414.4078339
10287,2021,Dodge,Charger,466,516.8861184
10291,2021,Dodge,Charger Widebody,496,563.4926601
10292,2021,GENESIS,G80 AWD,360,380.3206388
10294,2021,GENESIS,G80 RWD,345,376.8339217
10296,2021,GENESIS,G90 AWD,460,448.5446723
10302,2021,Honda,ACCORD SPORT/TOURING,278,296.6083146
10305,2021,Honda,CIVIC 5DR,259,274.0135048
10307,2021,Honda,CIVIC 5DR,274,310.8572175
10308,2021,Honda,CIVIC 5DR,358,358.0944726
10309,2021,HYUNDAI MOTOR COMPANY,Ioniq,162,192.9617283
10311,2021,HYUNDAI MOTOR COMPANY,Sonata,293,309.9377912
10315,2021,HYUNDAI MOTOR COMPANY,Sonata Hybrid,189,206.1964386
10316,2021,HYUNDAI MOTOR COMPANY,Sonata Hybrid Blue,172,202.7097216
10318,2021,KIA,K5,291,306.4510741
10322,2021,MASERATI,QUATTROPORTE S Q4,472,446.0040252
10329,2021,Porsche,Panamera 4 Executive,465,442.8326648
10330,2021,Porsche,Panamera 4 ST,441,435.8592308
10332,2021,Porsche,Panamera 4S Executive,469,442.8326648
10334,2021,Porsche,Panamera GTS,520,506.6239115
10336,2021,Porsche,Panamera Turbo S,525,506.6239115
10339,2021,Rolls-Royce Motor Cars Limited,Ghost,623,653.5499237
10341,2021,Rolls-Royce Motor Cars Limited,Phantom,615,653.5499237
10346,2021,Volkswagen,Arteon 4Motion,370,371.4372709
10348,2021,Honda,HR-V AWD,311,288.6907046
10349,2021,Honda,HR-V AWD,315,311.2855144
10350,2021,Honda,HR-V FWD,292,285.2039876
10351,2021,Honda,HR-V FWD,292,304.3120804
10352,2021,KIA,Niro,183,199.9351623
10359,2021,Mercedes-Benz,AMG GLA 35 4MATIC,353,364.4638369
10360,2021,Mercedes-Benz,AMG GLA 45 4MATIC,392,374.9239879
10366,2021,Subaru,IMPREZA 5-Door SPORT,351,321.719022
10368,2021,"Volvo Cars of North America, LLC",V60 FWD,322,354.0036858
10369,2021,Audi,A6 Allroad,398,399.6378129
10372,2021,Mercedes-Benz,AMG GLB 35 4MATIC,381,374.9239879
10373,2021,Mercedes-Benz,E 450 4MATIC All-Terrain (wagon),364,395.2533788
10374,2021,NISSAN,MURANO AWD,390,394.1049234
10375,2021,NISSAN,MURANO FWD,387,394.1049234
10378,2021,"Volvo Cars of North America, LLC",V90 AWD,356,382.0313356
10382,2021,Chevrolet,COLORADO 2WD,435,383.4653556
10388,2021,TOYOTA,TACOMA 2WD,431,404.8671093
10390,2021,Chevrolet,COLORADO 4WD,455,390.4387896
10395,2021,GMC,CANYON 4WD,455,390.4387896
10397,2021,TOYOTA,TACOMA 4WD,441,374.9969629
10401,2021,Chevrolet,SILVERADO 2WD,423,386.6633595
10406,2021,Chevrolet,SILVERADO 2WD,547,511.7781807
10409,2021,Chevrolet,SILVERADO 2WD,460,490.2538088
10411,2021,Ford,F150 PICKUP 2WD,444,429.8763042
10415,2021,Ford,F150 PICKUP 2WD FFV,446,476.6489409
10417,2021,Ford,RANGER 2WD,387,366.4004142
10419,2021,GMC,SIERRA 2WD,421,386.6633595
10421,2021,GMC,SIERRA 2WD,523,461.6184454
10422,2021,GMC,SIERRA 2WD,541,511.7781807
10423,2021,GMC,SIERRA 2WD,547,511.7781807
10424,2021,GMC,SIERRA 2WD,523,501.3180296
10426,2021,GMC,SIERRA 2WD,466,490.2538088
10428,2021,NISSAN,TITAN 2WD,503,541.3064593
10429,2021,RAM,1500 4X2,390,390.216553
10430,2021,RAM,1500 4X2,407,388.6542418
10431,2021,RAM,1500 4X2,467,498.1059603
10433,2021,RAM,1500 Classic 4X2,450,417.8945509
10434,2021,RAM,1500 Classic 4X2,513,537.8064205
10438,2021,Chevrolet,SILVERADO 4WD,443,390.1500765
10440,2021,Chevrolet,SILVERADO 4WD,430,407.0460683
10441,2021,Chevrolet,SILVERADO 4WD,530,461.6184454
10443,2021,Chevrolet,SILVERADO 4WD,481,496.6231731
10444,2021,Chevrolet,SILVERADO 4WD,560,511.7781807
10445,2021,Chevrolet,SILVERADO 4WD,533,501.3180296
10446,2021,Chevrolet,SILVERADO 4WD,563,511.7781807
10448,2021,Chevrolet,SILVERADO 4WD,482,497.2272428
10449,2021,Chevrolet,SILVERADO 4WD,522,573.9794547
10453,2021,Chevrolet,SILVERADO 4WD TRAILBOSS,494,503.5966071
10456,2021,Chevrolet,SILVERADO 4WD TRAILBOSS,555,587.9263228
10458,2021,Chevrolet,SILVERADO 4WD TRAILBOSS,522,573.9794547
10459,2021,Ford,F150 PICKUP 4WD,445,404.5054212
10463,2021,Ford,F150 PICKUP 4WD,445,429.8763042
10464,2021,Ford,F150 PICKUP 4WD FFV,445,414.7498341
10465,2021,Ford,F150 PICKUP 4WD FFV,495,494.082526
10467,2021,Ford,F150 PICKUP 4WD HEV,368,340.1977293
10468,2021,Ford,F150 PICKUP TREMOR 4WD,503,447.3098893
10474,2021,Ford,RANGER 4WD,404,373.3738482
10476,2021,GMC,SIERRA 4WD,475,400.6102276
10477,2021,GMC,SIERRA 4WD,464,400.6102276
10478,2021,GMC,SIERRA 4WD,430,407.0460683
10480,2021,GMC,SIERRA 4WD,504,503.5966071
10481,2021,GMC,SIERRA 4WD,479,496.6231731
